date,price,total_volume,market_cap,coin_name
2019-07-02,0.0171227930156155,1370848.2246221125,51562860.14086495,chiliz
2019-07-03,0.0163041578246538,455271.9856481768,49097656.48983385,chiliz
2019-07-04,0.0119435116943066,192394.84260968657,35966189.775388256,chiliz
2019-07-05,0.0138020974337927,225278.85263373004,41563056.85528155,chiliz
2019-07-06,0.0158943959684618,273145.34511508216,47863716.83626087,chiliz
2019-07-07,0.0161744329439817,154339.0158304613,48314077.27126078,chiliz
2019-07-08,0.0160053271833445,79779.07000908928,46914857.078298815,chiliz
2019-07-09,0.0183151246447603,477747.7253714024,55003747.75934148,chiliz
2019-07-10,0.0197517147409299,558240.6214366457,59675687.44528379,chiliz
2019-07-11,0.0188042047586644,437019.18472406233,56871721.24693485,chiliz
2019-07-12,0.0168945955025144,414589.4632520887,50875675.7287312,chiliz
2019-07-13,0.0169233385158748,461764.6852258745,50962231.23264798,chiliz
2019-07-14,0.0161563687301615,429763.6283425327,48031358.27827516,chiliz
2019-07-15,0.0143473501388461,171702.07544281712,43205007.96375178,chiliz
2019-07-16,0.0149051974923752,179856.61219635917,44973417.80036207,chiliz
2019-07-17,0.0149477021999519,470453.2312767832,45012882.960187845,chiliz
2019-07-18,0.0144587373551409,217804.36847571903,42779612.01761708,chiliz
2019-07-19,0.0154776189454364,1876464.302956735,46967657.430646256,chiliz
2019-07-20,0.0156680882955905,2245539.528236005,47192456.47239793,chiliz
2019-07-21,0.0178522988245501,2090687.0192606817,53851793.57599533,chiliz
2019-07-22,0.0170433963178425,1831980.4462375056,51323768.257947154,chiliz
2019-07-23,0.0159285178461294,2194285.7027742625,47997879.419709526,chiliz
2019-07-24,0.0149429101929415,2048887.6228372967,45047446.08964764,chiliz
2019-07-25,0.0142599302368184,2075841.152959333,43052745.97884606,chiliz
2019-07-26,0.0138615796896742,1749551.22103302,41742179.223815925,chiliz
2019-07-27,0.0141767795574601,1757036.2266154452,42719342.0582236,chiliz
2019-07-28,0.0130740288776711,1603325.2331817746,39369736.50033942,chiliz
2019-07-29,0.0131604187974066,1795436.0798248434,39660787.44775488,chiliz
2019-07-30,0.0134854000813454,1646686.2179963377,40609367.741809845,chiliz
2019-07-31,0.01299934983404,1302000.706487443,39209687.07351364,chiliz
2019-08-01,0.012793355895144,1309004.9643611463,38477408.231093965,chiliz
2019-08-02,0.0119868088986145,1572151.802273138,36071817.29496961,chiliz
2019-08-03,0.0122313109932121,1745766.7952561956,36832856.503448695,chiliz
2019-08-04,0.0119428427569646,1311729.340910864,35964175.36555581,chiliz
2019-08-05,0.0104842353288907,804574.172703078,31514747.477890063,chiliz
2019-08-06,0.0109637631243584,1395137.8104372397,33006573.075110428,chiliz
2019-08-07,0.0092834859146179,935416.4617281046,27947660.687058248,chiliz
2019-08-08,0.0099153258461124,1542125.8486328542,29944836.562050022,chiliz
2019-08-09,0.0092257208598463,1736888.6216325187,27725383.87772717,chiliz
2019-08-10,0.0084600094943469,1423431.121904247,25426333.757682484,chiliz
2019-08-11,0.0086620526235743,1532428.1902069652,26097186.510016754,chiliz
2019-08-12,0.0084521990814393,1764848.1223101548,25516116.570028804,chiliz
2019-08-13,0.008030893760757,1728229.324703975,24181352.669029426,chiliz
2019-08-14,0.0077355936094039,985581.109027306,23288534.7903685,chiliz
2019-08-15,0.007248958033124,1194240.321946325,21689739.98241747,chiliz
2019-08-16,0.0075231177365037,1213136.5005974057,22654800.961317275,chiliz
2019-08-17,0.0076452556335578,1480211.100137093,23444139.10027337,chiliz
2019-08-18,0.007882265645217,1501465.978715058,23385277.585264016,chiliz
2019-08-19,0.0074817299926497,1153298.105154699,22527505.234746143,chiliz
2019-08-20,0.007744795473002,1290090.216826147,23265238.629786182,chiliz
2019-08-21,0.0072773714396412,1075513.6289503896,21939665.6392636,chiliz
2019-08-22,0.0074303759219805,1049636.3154230148,22598864.056940723,chiliz
2019-08-23,0.0071737956206518,905590.4644310934,21602867.00478606,chiliz
2019-08-24,0.0073682972865162,863739.6052075055,22188581.15696813,chiliz
2019-08-25,0.0077883736412178,1522553.468391557,22878133.938543502,chiliz
2019-08-26,0.0072457151193377,1287799.3986110704,21819442.364235733,chiliz
2019-08-27,0.007043161169747,1259245.8532983784,21353631.882900696,chiliz
2019-08-28,0.0071012044466449,1271082.7789324296,21384268.99046883,chiliz
2019-08-29,0.0059750407329862,842580.2047892964,18031793.295338582,chiliz
2019-08-30,0.0058386758144828,1306047.9640757432,17582343.263477605,chiliz
2019-08-31,0.0056481735226627,940903.891094872,17008672.65841476,chiliz
2019-09-01,0.0050229168009302,638315.7703312229,15125800.812365672,chiliz
2019-09-02,0.0058983863235104,1044235.0076317864,17800015.16808983,chiliz
2019-09-03,0.0061175978859293,1629622.6837220427,18420568.528063875,chiliz
2019-09-04,0.0063070729145153,1279574.5596487515,19142985.41494925,chiliz
2019-09-05,0.006733282360246,861545.10466379,20103587.82915897,chiliz
2019-09-06,0.0120051451181424,4962026.354765977,36241395.79461253,chiliz
2019-09-07,0.0083878746794475,23726478.028113004,25254061.579642598,chiliz
2019-09-08,0.0111934196773411,20599749.410090357,33707394.1613607,chiliz
2019-09-09,0.0097977790843474,6484255.476204029,29532645.47318387,chiliz
2019-09-10,0.0084888246774529,5213049.586456504,25570574.17204212,chiliz
2019-09-11,0.0078980991500604,3558042.442207948,23782705.238968,chiliz
2019-09-12,0.0067151424974274,3398340.0084942714,20221698.24193168,chiliz
2019-09-13,0.0059424985331722,4098101.479642349,17894990.64047652,chiliz
2019-09-14,0.0062207585821781,3239842.8349948577,18772438.9193631,chiliz
2019-09-15,0.0061639019397065,2218240.0262986613,18561715.56528455,chiliz
2019-09-16,0.0071580149397907,4069049.223086052,21555345.72485066,chiliz
2019-09-17,0.0068376452292193,3798942.0571105536,20720154.057557862,chiliz
2019-09-18,0.0069819180746813,4241608.229997818,21025055.01710229,chiliz
2019-09-19,0.0068619685392738,2096506.427624822,20668240.900837574,chiliz
2019-09-20,0.0065623308740111,2196545.6268925625,19738928.065541606,chiliz
2019-09-21,0.0063379617863954,3099331.513250212,19094452.47595586,chiliz
2019-09-22,0.0062770591943283,2126110.528973445,19021921.095417887,chiliz
2019-09-23,0.0057093078832326,2282465.7686363054,17192770.105659205,chiliz
2019-09-24,0.0054017970024878,2661405.385194861,16266744.74746095,chiliz
2019-09-25,0.0044127438968468,2074775.9207161728,13527907.585769782,chiliz
2019-09-26,0.0044413561000525,1747312.409689842,13386145.696667785,chiliz
2019-09-27,0.0042493252809997,2526119.605637907,12796239.7815246,chiliz
2019-09-28,0.0041088745472543,2008259.768643044,12373292.337483866,chiliz
2019-09-29,0.0042139212516077,1998877.5057404265,12682014.85658307,chiliz
2019-09-30,0.0041381676682214,1639853.1679771966,12511848.253310436,chiliz
2019-10-01,0.0042696348388999,1560501.23284826,12841589.736419069,chiliz
2019-10-02,0.004500080286567,3995584.6771276575,13551352.879598018,chiliz
2019-10-03,0.0044949349413749,3989495.929121357,13535858.40306747,chiliz
2019-10-04,0.0043936516399001,2503614.45670409,13230985.662579812,chiliz
2019-10-05,0.0043579792473106,2484187.115376499,13117934.113075424,chiliz
2019-10-06,0.0044346473778486,1935326.5132085236,13319870.03291164,chiliz
2019-10-07,0.004580223968099,2208642.5568538834,13757191.468128843,chiliz
2019-10-08,0.0047297935059318,3839791.4089174415,14251808.680537213,chiliz
2019-10-09,0.0049127081451057,3481148.801457763,14793010.986386675,chiliz
2019-10-10,0.0050057804605465,3943387.225092675,15074197.15624915,chiliz
2019-10-11,0.0051206956933161,3878920.2222942263,15420248.064529909,chiliz
2019-10-12,0.0049468108029908,3183443.136766492,14400316.432821488,chiliz
2019-10-13,0.0047988403630332,2929260.442428349,14997247.65311698,chiliz
2019-10-14,0.0049631142897058,1174427.1698519182,14957907.23976107,chiliz
2019-10-15,0.0053225839730528,2175413.2514263275,15984263.975548685,chiliz
2019-10-16,0.0053347138473572,2458665.9035789096,16089171.729041778,chiliz
2019-10-17,0.0069350694630733,5110439.437698879,24998631.175505023,chiliz
2019-10-18,0.006770908635556,3483526.6988094635,23574772.714744598,chiliz
2019-10-19,0.0085614913768606,10565342.538731078,30861559.67966453,chiliz
2019-10-20,0.0075965291690794,9995678.501980098,27359047.60431729,chiliz
2019-10-21,0.0098632486672897,10837350.085984211,35016646.639767915,chiliz
2019-10-22,0.0095721473517429,8777601.735852432,34077500.102037735,chiliz
2019-10-23,0.0096926031459242,5559156.130297608,34639136.032727234,chiliz
2019-10-24,0.0085399064102855,4352618.381843655,30777151.97270312,chiliz
2019-10-25,0.0088562093073338,3002965.477986401,31449022.4344484,chiliz
2019-10-26,0.0107305632312746,13207663.7044483,38614884.02822007,chiliz
2019-10-27,0.0105263823639683,7747028.813459328,37831651.04507363,chiliz
2019-10-28,0.0098038371357022,5209473.800627883,35339589.59821688,chiliz
2019-10-29,0.0096921995042022,4350237.018566885,34966010.68678089,chiliz
2019-10-30,0.0109065704318657,6604908.359522896,39480436.67721304,chiliz
2019-10-31,0.0107395270594603,5770145.059961431,38621697.65791955,chiliz
2019-11-01,0.0107984464712301,4785713.341141441,38869372.72805908,chiliz
2019-11-02,0.0117060147462476,2654522.0204765555,42371481.84736451,chiliz
2019-11-03,0.0138348305524887,11050817.991989244,50879933.257257074,chiliz
2019-11-04,0.0159410600554339,16192629.583397288,58825240.95948349,chiliz
2019-11-05,0.0172946620191821,22883770.447032403,65075821.276179,chiliz
2019-11-06,0.0158281902038482,19619256.07353498,59557826.32170272,chiliz
2019-11-07,0.0153767473536678,15236811.88757868,57810119.87361168,chiliz
2019-11-08,0.0142085027369436,15221722.437339954,53747118.36486699,chiliz
2019-11-09,0.0128122386216154,7989209.076128403,48209496.6506569,chiliz
2019-11-10,0.0132242106030078,5671925.515152266,49776420.07179198,chiliz
2019-11-11,0.0129295686633571,4495246.740257325,48650982.51596271,chiliz
2019-11-12,0.0128334358265742,5353959.665766678,48325374.804809056,chiliz
2019-11-13,0.0134963127261544,7612906.006662386,51249108.21314443,chiliz
2019-11-14,0.0144173140166426,9550768.60339261,54235502.61079537,chiliz
2019-11-15,0.0142916266579486,9797788.89447357,53222736.60949107,chiliz
2019-11-16,0.0135839934298246,5794215.364612698,50944812.030063055,chiliz
2019-11-17,0.0134637001169395,3791989.732054088,51022831.35459973,chiliz
2019-11-18,0.0133528463215815,3730200.093200232,50941675.3482692,chiliz
2019-11-19,0.0129131334090527,2923262.2783370763,48772154.56974225,chiliz
2019-11-20,0.0124074686141112,3416220.39365302,46499866.14530712,chiliz
2019-11-21,0.0119495354103215,3160381.983995385,44128396.87204713,chiliz
2019-11-22,0.0111346779827937,3526914.4838102497,41545533.76838709,chiliz
2019-11-23,0.0103414373242273,5083484.588609824,39290419.21258285,chiliz
2019-11-24,0.0114945619036936,6570510.2278973805,43572766.23906949,chiliz
2019-11-25,0.0106030152020658,3848339.367576104,39869691.64298506,chiliz
2019-11-26,0.0108710079232249,3461499.919924836,40811426.03512968,chiliz
2019-11-27,0.0114290848547423,5059505.4403514415,43332667.00666382,chiliz
2019-11-28,0.0124509444740149,5315065.598506455,46811644.20843419,chiliz
2019-11-29,0.0117869501304798,8005643.233580451,44508801.48162712,chiliz
2019-11-30,0.0119347295368372,4350104.331626656,44613596.87185988,chiliz
2019-12-01,0.0115681913380389,3003634.339015493,44421924.544611655,chiliz
2019-12-02,0.0113340261129477,2919870.808530092,42620527.12441373,chiliz
2019-12-03,0.0113442529536328,3283143.673488266,43643403.68700124,chiliz
2019-12-04,0.0112115078963583,3753409.306379633,41535442.69019141,chiliz
2019-12-05,0.0103780430029414,4079655.041747973,39218739.06378751,chiliz
2019-12-06,0.0101840182512076,3189489.868559488,37423290.119568445,chiliz
2019-12-07,0.0101036110189527,3862373.9153393456,37940729.58630437,chiliz
2019-12-08,0.0098713837966769,2480882.1710214047,37355967.64312508,chiliz
2019-12-09,0.0096629351532711,2712076.091208388,36272014.54882792,chiliz
2019-12-10,0.009370614720851,2784047.8397221244,35673742.884464495,chiliz
2019-12-11,0.0084705641504075,3581722.8050580267,32099515.419828616,chiliz
2019-12-12,0.009227735438231,3205901.101165716,34979178.28416772,chiliz
2019-12-13,0.0088033615705173,2767429.860785708,32618396.421909142,chiliz
2019-12-14,0.0089683246769654,2002667.310833193,33400275.13973586,chiliz
2019-12-15,0.0081859452224378,2218549.025274588,30785382.83681225,chiliz
2019-12-16,0.0079011275503148,2324406.862361739,29793487.34653796,chiliz
2019-12-17,0.007543684273331,2075381.9851756736,28356477.91382092,chiliz
2019-12-18,0.0070140227030375,1886431.64969324,25950783.582723524,chiliz
2019-12-19,0.0077797287300847,2741690.2302253526,29594693.04176765,chiliz
2019-12-20,0.0082428409847552,2302170.5916328467,30709544.386546243,chiliz
2019-12-21,0.0082414402435463,2041993.2627568613,31007214.65437752,chiliz
2019-12-22,0.0081842809802556,2499427.31649783,30634262.830578063,chiliz
2019-12-23,0.0078604209155776,2193628.611278205,29722639.9070012,chiliz
2019-12-24,0.0073836463657302,1458670.8934278053,28371883.42408301,chiliz
2019-12-25,0.0076162516728168,2050263.7512043132,29140529.464096755,chiliz
2019-12-26,0.0075455402965281,868230.5201490775,28351508.66971275,chiliz
2019-12-27,0.0076851904970271,2576503.3998215264,28727906.195921324,chiliz
2019-12-28,0.007704674167012,2161193.896520459,28575318.86128782,chiliz
2019-12-29,0.00757170791949,1848508.0309438223,28834774.20500113,chiliz
2019-12-30,0.0073995613481362,1945946.2852671004,27842841.40848512,chiliz
2019-12-31,0.0067073751686179,1385480.2693072911,25080070.29729944,chiliz
2020-01-01,0.0070623050521248,2524612.086652738,26689744.652995,chiliz
2020-01-02,0.0068628018844047,1651472.7221524918,25823139.439672463,chiliz
2020-01-03,0.0066379470462794,2037544.195956609,24662755.07075015,chiliz
2020-01-04,0.0069184534222522,1795311.6794914312,26251886.64323609,chiliz
2020-01-05,0.0075540035747506,4790458.340082128,28395184.841412216,chiliz
2020-01-06,0.007625640190156,2950745.2904842496,28822801.296403624,chiliz
2020-01-07,0.0075675881463546,2547980.80003466,33074672.543461613,chiliz
2020-01-08,0.0075863120634971,2630004.1003672387,32248785.429353748,chiliz
2020-01-09,0.0071263278824188,3672304.971456099,30869023.174720097,chiliz
2020-01-10,0.0069537140036026,1682490.533555951,30158029.2970254,chiliz
2020-01-11,0.0071471709060779,1825600.7691339988,30899622.77612862,chiliz
2020-01-12,0.0068549750996824,1829662.4055570548,30603212.67431427,chiliz
2020-01-13,0.0070390310047336,1371049.2669106096,30154789.832250223,chiliz
2020-01-14,0.0068156502828109,1956946.7294671885,29936335.54697858,chiliz
2020-01-15,0.0072978968730702,2305796.8952939906,32222634.333176184,chiliz
2020-01-16,0.0072327061900113,2280787.11772016,31435491.561870467,chiliz
2020-01-17,0.007209063399424,2083206.2559192828,31282140.68363833,chiliz
2020-01-18,0.0074107726718337,2124278.121435802,32235019.9711671,chiliz
2020-01-19,0.0075888612419374,2147318.606125336,33005363.985223677,chiliz
2020-01-20,0.006949349499031,1625427.2834169243,30252555.162327144,chiliz
2020-01-21,0.0071638110752623,2323737.0628896984,31153823.69203503,chiliz
2020-01-22,0.0072452198090822,3528591.435320304,31633614.500556186,chiliz
2020-01-23,0.0076050704524707,1942238.688332156,33091457.12340552,chiliz
2020-01-24,0.0071472635202944,3320554.2808251213,30974425.925533112,chiliz
2020-01-25,0.0069539337093275,2798586.525619071,30353168.170802493,chiliz
2020-01-26,0.0070567871392464,1776751.9811201636,30658442.67956645,chiliz
2020-01-27,0.0071121157749427,2166456.4169350117,30414218.887146465,chiliz
2020-01-28,0.0068944673170626,1811082.5172017512,30952628.166198578,chiliz
2020-01-29,0.0072713703911358,1828895.1432391284,31823048.058489628,chiliz
2020-01-30,0.0070376874993475,2011964.8519158603,30564817.162268404,chiliz
2020-01-31,0.007045996564081,2064704.894434913,30682553.103340443,chiliz
2020-02-01,0.0073592350360306,1763837.6640971,31938375.500782188,chiliz
2020-02-02,0.0073023466929336,1816802.670913217,32811809.230432674,chiliz
2020-02-03,0.0079745990782518,2275445.395600633,34577913.72465216,chiliz
2020-02-04,0.0080431110175303,2514362.6007062458,39335222.58253116,chiliz
2020-02-05,0.0089602931757367,4218013.295225561,42730986.30311121,chiliz
2020-02-06,0.0088153598151696,4615469.929581367,40672223.95186651,chiliz
2020-02-07,0.0101836860757715,5828916.602221812,48678608.38838861,chiliz
2020-02-08,0.0098210776589125,4951278.179406666,45457243.115246914,chiliz
2020-02-09,0.0097656769311861,2813982.1143093714,44593458.02720331,chiliz
2020-02-10,0.0105349598631796,4158379.5559617127,50348117.51459428,chiliz
2020-02-11,0.0100874502765189,4856150.396573028,48285340.51179859,chiliz
2020-02-12,0.0112073707781602,5729784.333240258,54216451.88020827,chiliz
2020-02-13,0.0129862980499144,6977742.578144507,62152104.84368578,chiliz
2020-02-14,0.0165591195288782,47176023.47961037,79192849.05148077,chiliz
2020-02-15,0.0151742129548372,22490632.43742669,72720272.73226105,chiliz
2020-02-16,0.0140408700925753,13269782.53539395,68319493.72847995,chiliz
2020-02-17,0.0136388815116548,9823347.17395182,65655150.88958652,chiliz
2020-02-18,0.0138975902201526,13791486.583456192,66520046.42209277,chiliz
2020-02-19,0.0137677495261817,6803205.858635349,65970219.8010289,chiliz
2020-02-20,0.0134046003229509,7741830.283756038,63925030.35552604,chiliz
2020-02-21,0.0130084602687642,6640375.945315436,62118062.22204169,chiliz
2020-02-22,0.0135069258001069,3958281.5605323855,64595942.6871701,chiliz
2020-02-23,0.013135202319187,3747104.079098737,62872465.28722034,chiliz
2020-02-24,0.0131787652161041,4966085.410154299,62490788.09025008,chiliz
2020-02-25,0.0128982047534503,8898423.752671612,61715917.45209078,chiliz
2020-02-26,0.0118399024924875,5785032.463961353,56475761.75382358,chiliz
2020-02-27,0.0106482107310638,6682081.739385759,50997809.76228486,chiliz
2020-02-28,0.010655998377969,3837896.850203384,51345660.55839936,chiliz
2020-02-29,0.0108469997372364,3861935.433638752,51175754.27488418,chiliz
2020-03-01,0.010444669889437,3187701.287529398,50992627.12711916,chiliz
2020-03-02,0.0118868341005574,5509707.677692902,56257516.43280207,chiliz
2020-03-03,0.0119383011662764,5833927.944535867,56626458.27475888,chiliz
2020-03-04,0.0115994047498583,5857655.495612197,55399440.84630794,chiliz
2020-03-05,0.0126696337205388,12270781.74305314,60549758.52722467,chiliz
2020-03-06,0.0128103234635246,9503438.070180316,61274587.3857922,chiliz
2020-03-07,0.0130479236421813,12857225.160945067,62445312.78349472,chiliz
2020-03-08,0.0124337919865533,14138933.183059946,59500964.40648816,chiliz
2020-03-09,0.0105583117758938,9648170.304247364,51016322.9111419,chiliz
2020-03-10,0.0103744765915303,9137528.673580954,49519544.52241602,chiliz
2020-03-11,0.0106271994806016,7758635.230964842,51318420.85075378,chiliz
2020-03-12,0.0108538067525684,11950170.678283917,51960334.289833896,chiliz
2020-03-13,0.0054334301294184,19975481.122257512,25985005.502279527,chiliz
2020-03-14,0.0061891838892087,4498281.012603741,29872929.709026337,chiliz
2020-03-15,0.0056396720889534,1798209.9695628209,26971343.473996557,chiliz
2020-03-16,0.0057816272423707,1593068.2584852583,27650234.221602604,chiliz
2020-03-17,0.0051836583638521,2028556.369561059,24937038.82893934,chiliz
2020-03-18,0.0056475293784182,1590101.3024972116,27128607.585170276,chiliz
2020-03-19,0.005268289102621,2073667.8523907568,24934654.14912523,chiliz
2020-03-20,0.0062691633076758,3726359.256077225,30123367.49100915,chiliz
2020-03-21,0.0059867730461299,2282534.6821858613,28859015.86554526,chiliz
2020-03-22,0.0059677554303957,1869366.3529546096,28538085.05778901,chiliz
2020-03-23,0.0054727306982732,1242297.4060705483,26172957.76698342,chiliz
2020-03-24,0.00604075251287,963780.1513860996,28792127.190252997,chiliz
2020-03-25,0.0061734627715313,790095.5820021231,29491016.19431749,chiliz
2020-03-26,0.0062067709745123,597310.6609440104,29885044.397724565,chiliz
2020-03-27,0.0067368017105919,1257840.3693728638,32064262.77360668,chiliz
2020-03-28,0.0064876521269742,2898909.592183457,31026749.622405324,chiliz
2020-03-29,0.006354853850897,1351317.5939605786,30223368.70842245,chiliz
2020-03-30,0.0060415446141872,1105984.9201960522,28515980.70121429,chiliz
2020-03-31,0.006288264905872,2422963.856959868,30145470.668284032,chiliz
2020-04-01,0.0063173812368419,929501.5880306544,30188642.617932484,chiliz
2020-04-02,0.0064833671910253,931713.6171253782,31006257.21124756,chiliz
2020-04-03,0.0065088818869889,1585745.3693757227,30929499.91220102,chiliz
2020-04-04,0.006833399209031,6455781.058098459,32781940.984345004,chiliz
2020-04-05,0.0069988790623124,1681309.0905801551,32660599.20778316,chiliz
2020-04-06,0.0066764256102446,1637807.5132844143,31898578.23761775,chiliz
2020-04-07,0.0069414188841723,2899214.300540565,33145556.35772129,chiliz
2020-04-08,0.006837843525711,2058366.1897123016,33052978.2154804,chiliz
2020-04-09,0.0070582553421016,1580880.4317648488,33971385.89704433,chiliz
2020-04-10,0.006947121446103,2049284.369509115,33663494.55398859,chiliz
2020-04-11,0.0064128685218035,2035697.4732294476,30653553.18598825,chiliz
2020-04-12,0.0063916725527276,1285172.5639122368,31574127.881250896,chiliz
2020-04-13,0.006385820035241,1193227.5132995606,31438843.76012677,chiliz
2020-04-14,0.0066835197889618,1905361.6043376692,32247555.360771008,chiliz
2020-04-15,0.0065169495126658,2172548.030150318,31234564.307898123,chiliz
2020-04-16,0.0062614847411327,1639847.038882021,29972828.499976404,chiliz
2020-04-17,0.0068212825358901,3099085.242538023,32382644.71999348,chiliz
2020-04-18,0.0067522659063923,30259877.209716838,32436336.84239733,chiliz
2020-04-19,0.00688599317068,4362155.029772698,32798845.20139154,chiliz
2020-04-20,0.0067503308721232,2110198.79045666,32275474.22290224,chiliz
2020-04-21,0.0064300771843568,2407175.9865532084,30726652.7800752,chiliz
2020-04-22,0.0064299317575874,1885679.7826025828,30743479.73026794,chiliz
2020-04-23,0.0066247208074056,1430998.697281706,31654522.39256292,chiliz
2020-04-24,0.0067454671472467,2715083.457903716,32105338.98892293,chiliz
2020-04-25,0.0068036073134045,2245682.824460533,32447124.9305104,chiliz
2020-04-26,0.006808629925108,2205872.413588054,32402041.26049674,chiliz
2020-04-27,0.006901143597757,2085907.6753671656,33004244.112536263,chiliz
2020-04-28,0.0071534162876123,4866672.3716704585,34155302.44777955,chiliz
2020-04-29,0.0072659152552198,2715787.254465017,34736039.12986158,chiliz
2020-04-30,0.0073935577092027,5029350.658362124,35300994.561162375,chiliz
2020-05-01,0.0072170098583168,4869655.831046579,34672734.04559685,chiliz
2020-05-02,0.0074614407926868,2909667.706601335,35730579.89462102,chiliz
2020-05-03,0.0078213073199703,4689056.721329622,37448756.12193205,chiliz
2020-05-04,0.0076406650697103,3227279.7546565835,36463552.8807194,chiliz
2020-05-05,0.0085050207104691,10157023.78741952,40726417.69134112,chiliz
2020-05-06,0.0093992630113361,14291727.704958716,44930380.04379416,chiliz
2020-05-07,0.0105346104305823,28699126.08342064,50823689.0609672,chiliz
2020-05-08,0.0098562030333096,42021220.08320618,46842916.645966485,chiliz
2020-05-09,0.0098107829616641,11365166.641305652,46919394.04175192,chiliz
2020-05-10,0.0088072660761584,6117571.533597145,44756372.68537218,chiliz
2020-05-11,0.0085023468683921,7693475.662667573,40059628.21053019,chiliz
2020-05-12,0.0087033305289147,10399063.711805657,41514126.07057691,chiliz
2020-05-13,0.0092667157429133,6660245.833315715,43647171.60494862,chiliz
2020-05-14,0.0099427862106699,9712751.569856511,47729483.82304668,chiliz
2020-05-15,0.0097972005277878,6891373.061899184,47472849.57039683,chiliz
2020-05-16,0.009300085714087,4461605.655010676,44591423.256621286,chiliz
2020-05-17,0.0098150769887489,4319739.1038876455,46665344.00212132,chiliz
2020-05-18,0.0097901264396981,3003714.5113194594,46743197.844543226,chiliz
2020-05-19,0.0096086669399488,4166650.3020198415,46031627.41418295,chiliz
2020-05-20,0.009628982128192,2744962.893073321,46312709.23607789,chiliz
2020-05-21,0.0096251796865801,5912286.782465095,46080032.16005684,chiliz
2020-05-22,0.0090668338260848,4177201.45386252,43429314.252776176,chiliz
2020-05-23,0.0093562440136036,2615102.412129178,44750026.75756869,chiliz
2020-05-24,0.0094463297527491,2316897.452284357,45176421.66271926,chiliz
2020-05-25,0.0091118081576913,5260409.384597836,43848915.34834646,chiliz
2020-05-26,0.0098555773689945,9541107.620490516,47176182.5713728,chiliz
2020-05-27,0.0098536001123951,8094364.710715954,47257649.17367437,chiliz
2020-05-28,0.0098316575638664,7031601.277460871,47068028.18455586,chiliz
2020-05-29,0.0103333744964015,6441183.067044571,48610101.15669137,chiliz
2020-05-30,0.0109765743096255,11895462.782766214,52603506.85769071,chiliz
2020-05-31,0.0109563358424424,7218951.966938205,52656370.6531019,chiliz
2020-06-01,0.0108179037547,7912432.748989874,51488584.26695174,chiliz
2020-06-02,0.0112575015531673,6193830.3846237045,53719766.254751615,chiliz
2020-06-03,0.0115189386991331,10146439.91237802,55156578.76495036,chiliz
2020-06-04,0.0120636650407545,11216960.327348704,58276976.37052632,chiliz
2020-06-05,0.0125278988531688,7790485.406215775,59871266.217745885,chiliz
2020-06-06,0.0123593686961058,8913572.443446329,59199370.93402127,chiliz
2020-06-07,0.0121818154414516,4951461.453031953,58304675.079078615,chiliz
2020-06-08,0.0121582935197031,5772165.506650094,58173381.19141136,chiliz
2020-06-09,0.0121981755776404,3767931.4624951007,58438985.79017419,chiliz
2020-06-10,0.0125395812040703,6801188.010544624,59871183.91740363,chiliz
2020-06-11,0.0125040015489185,5076267.672085681,59754440.7402771,chiliz
2020-06-12,0.0113898847716163,7388900.526403506,54521031.24079642,chiliz
2020-06-13,0.0119479976482243,4592326.569730854,57259702.26173056,chiliz
2020-06-14,0.012285498597572,4709149.67582601,58899416.78541771,chiliz
2020-06-15,0.0116862358650866,4107774.294203386,55913502.25940042,chiliz
2020-06-16,0.0119085433677691,6373386.748846676,56988452.06634787,chiliz
2020-06-17,0.012921748971196,14781178.607112572,61841988.92011557,chiliz
2020-06-18,0.0131898397670564,9445349.434143152,62957126.680421166,chiliz
2020-06-19,0.0143599343907214,15040307.603228452,68930218.04020771,chiliz
2020-06-20,0.0137302318892102,8811342.23806556,73044493.44878742,chiliz
2020-06-21,0.0133295744876465,7188032.724219007,70847435.22063506,chiliz
2020-06-22,0.0141257302703962,6496004.836291693,75383014.53214642,chiliz
2020-06-23,0.0139785538620694,29330388.896129828,74726359.68651076,chiliz
2020-06-24,0.014075179780204,7559892.610740163,74977575.0368812,chiliz
2020-06-25,0.0130572480629691,13479822.44940197,70064777.35671353,chiliz
2020-06-26,0.0126902254628062,5998075.177518011,67893839.51978064,chiliz
2020-06-27,0.0122932387156861,6837051.865751142,65589557.34197006,chiliz
2020-06-28,0.0116450508584561,5532241.229736209,62231903.82497416,chiliz
2020-06-29,0.0117472357305924,5513320.435443039,62763528.375951655,chiliz
2020-06-30,0.0120398854170747,4878959.240313703,64349503.172072224,chiliz
2020-07-01,0.0117090705537722,4159825.687427047,62628435.30987792,chiliz
2020-07-02,0.0119213054699798,5769851.0415226575,63617156.36959231,chiliz
2020-07-03,0.0114606376451544,4814711.741480136,61286324.40011679,chiliz
2020-07-04,0.0112580450913876,4771115.2899245005,60543969.98791486,chiliz
2020-07-05,0.0115810479290072,4677029.526371183,61839915.06808802,chiliz
2020-07-06,0.0116360069764372,5112805.269332475,62122857.96232899,chiliz
2020-07-07,0.0120150171436064,4091162.054418149,64177113.06162814,chiliz
2020-07-08,0.0119673159165701,4874537.453248837,63964173.691342354,chiliz
2020-07-09,0.0122298833306612,5294235.471031137,65361267.17276814,chiliz
2020-07-10,0.0122047742812312,7831053.672643883,65127691.183878906,chiliz
2020-07-11,0.0125934029976134,6954466.41576537,66988019.00308397,chiliz
