date,price,total_volume,market_cap,coin_name
2019-06-21,1.6049391988983346,665318.0526509066,0.0,algorand
2019-06-22,3.172364475665224,179033099.15581304,101085454.81028377,algorand
2019-06-23,2.1591653569087783,258822620.07905507,76656180.8493111,algorand
2019-06-24,1.8995977604330248,210021071.8849812,66475124.17056032,algorand
2019-06-25,1.409310422042795,157470580.94927415,55222540.55159792,algorand
2019-06-26,1.5324323784970475,280767573.4408929,86059923.75346406,algorand
2019-06-27,1.585229438526398,193274535.93283352,94735214.3367427,algorand
2019-06-28,1.415400029319741,108271960.79625024,85082877.25344796,algorand
2019-06-29,1.4388516348632951,90724193.01114868,96637677.02429225,algorand
2019-06-30,1.5068614844819987,128788501.75618592,106309562.90382645,algorand
2019-07-01,1.4398594468173882,137876906.28953716,101443324.53426436,algorand
2019-07-02,1.3504772842627537,109588097.38836952,95263570.57259956,algorand
2019-07-03,1.1353696042692607,141881071.89065203,79863686.63255547,algorand
2019-07-04,1.1151556799346516,122166968.98685236,78485962.78952014,algorand
2019-07-05,1.0123177148855045,105972181.01566954,71292731.37255181,algorand
2019-07-06,1.124356887493463,126458049.41290718,103659366.70287664,algorand
2019-07-07,1.0318443366210692,72056970.27403568,95412453.28737593,algorand
2019-07-08,1.0689478225568056,63592253.65436512,106339822.92958426,algorand
2019-07-09,1.0518800796819856,53817022.34956008,105138746.17989182,algorand
2019-07-10,1.0401783527831352,98711408.24076396,104164227.76809928,algorand
2019-07-11,1.0302068817866885,166538655.57088155,114868602.26935734,algorand
2019-07-12,0.8722444405242868,151249458.6429593,95216842.72320804,algorand
2019-07-13,0.8886915854128737,132109034.90458962,98932600.4370568,algorand
2019-07-14,0.9375630228613346,128481023.99995452,114073830.68674144,algorand
2019-07-15,0.8254715929774072,129763121.6888214,101174450.80616944,algorand
2019-07-16,0.8063751162949739,120083360.31651469,98632960.45747326,algorand
2019-07-17,0.6464553551420483,95497795.89589795,86862067.80859579,algorand
2019-07-18,0.6685734795841912,121828882.4860948,92005348.58865172,algorand
2019-07-19,0.6945135487257579,108244042.96027108,95752479.76592726,algorand
2019-07-20,0.6715185910381123,100660848.14295818,92474046.80543312,algorand
2019-07-21,0.7100903434329422,122146943.70917822,105032524.58999026,algorand
2019-07-22,0.6966740848247005,115473911.02562836,103539908.54044358,algorand
2019-07-23,0.6412827106510811,83464968.33071384,95235340.76363648,algorand
2019-07-24,0.5831162481113316,85685232.1482213,92687914.695639,algorand
2019-07-25,0.6050585051241535,83785597.55010775,99037780.17702857,algorand
2019-07-26,0.6081260312224931,67445839.95844719,99543650.5195163,algorand
2019-07-27,0.6602416126532328,103520163.41843854,113372950.4444754,algorand
2019-07-28,0.5789842420384959,67008184.65144196,98905158.40346374,algorand
2019-07-29,0.5754240436405319,62468124.46349102,98427536.64073227,algorand
2019-07-30,0.5721527537150467,72068610.61348185,97679316.6947742,algorand
2019-07-31,0.5675619923705266,71587061.70709427,96980904.31534147,algorand
2019-08-01,0.5640171504997753,68285939.53867957,96225161.17215908,algorand
2019-08-02,0.5550419602407637,58912837.793988,94731315.10698412,algorand
2019-08-03,0.8013895102278663,323521905.3551868,158733679.00084832,algorand
2019-08-04,0.74332511269038,121187138.53531434,146841706.48570368,algorand
2019-08-05,0.7048146535002915,86516951.77041285,139320097.2863245,algorand
